26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;6;S,P,J,H,I,X;7;Q,C,W,B,N,I,F;7;E,N,C,G,A,F,O;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;U,F,N,Q,W,C,X;6;U,H,T,W,O,K;7;O,R,B,F,I,D,J;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;4;Z,N,H,G;6;V,R,O,U,X,S;7;U,S,G,B,Z,K,D;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;V,S,I,P,Z,K,U;4;Q,B,S,H;6;L,A,Q,Z,S,E;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;6;M,X,N,V,L,P;5;M,T,R,Q,K;4;U,A,J,R;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;X,V,Z,L,A,P,K;7;X,W,A,J,B,U,I;4;U,Q,Y,S;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;H,G,L,S,B;5;C,R,A,O,H;6;O,H,G,E,V,N;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;C,S,H,R,X,I,Z;6;Y,Z,G,P,C,I;5;Q,K,A,L,E;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;6;M,A,B,Z,O,E;5;Q,Y,K,S,H;6;W,G,T,U,R,E;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;4;L,K,M,G;4;Y,B,U,E;6;Q,F,C,X,L,J;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;6;N,C,S,X,F,D;4;Q,A,I,R;6;R,K,M,L,V,H;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;N,F,M,K,O,L,I;6;N,O,C,K,P,U;4;F,I,Q,E;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;6;U,V,O,M,P,H;4;F,M,V,Y;7;J,I,B,G,R,O,D;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;6;I,B,J,F,W,P;4;B,X,C,P;4;Y,Q,A,H;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;4;W,Y,I,L;5;U,W,Q,X,Y;6;A,E,O,U,Y,K;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;6;Y,S,I,F,X,Z;7;W,F,Q,E,U,R,T;7;B,M,C,Y,D,N,V;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;T,J,A,B,W,Z,I;4;C,H,Q,Z;5;F,P,C,J,T;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;Y,F,Z,B,A;5;S,Z,H,T,M;5;D,P,E,F,M;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;S,Y,H,B,E;5;H,M,O,K,W;4;V,K,A,R;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;N,Q,M,U,G;4;O,K,I,E;4;H,L,X,N;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;6;B,U,J,H,S,G;5;U,H,Y,J,T;6;N,V,D,Z,R,K;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;J,T,Z,X,L,W,K;6;S,N,B,O,J,G;7;L,C,D,V,Q,S,M;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;M,Q,C,O,P;7;P,S,T,L,M,F,E;5;N,H,I,X,P;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;N,E,X,B,Y;7;C,P,E,S,Z,U,W;6;A,S,P,R,K,I;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;4;M,L,B,H;6;D,Y,J,L,N,F;6;D,C,L,B,X,M;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;4;M,F,Q,O;6;E,R,S,C,M,Q;4;H,S,A,V;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;M,X,E,C,O,V,J;4;K,U,S,X;5;E,T,R,V,O;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;M,K,G,P,N;6;N,A,Z,U,S,T;5;U,L,H,E,G;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;Z,Q,W,O,B,H,T;4;R,T,G,E;6;T,Y,R,C,O,G;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;4;N,U,B,D;6;G,I,K,R,A,F;4;C,W,Y,Q;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;X,H,F,T,J,O,U;5;U,P,X,B,O;5;H,D,S,C,I;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;V,I,J,Q,N;7;E,B,K,G,P,A,W;5;F,H,V,Y,C;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;A,H,S,L,X,Y,V;7;N,J,O,H,W,Q,B;4;C,X,I,A;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;F,B,A,G,R;6;X,M,T,A,H,K;4;C,B,M,L;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;I,T,G,V,E;7;B,M,I,U,K,V,J;7;L,A,C,D,X,N,P;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;Q,J,L,M,G;5;Q,G,T,U,P;5;G,P,Q,Z,E;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;P,Z,G,V,I,S,H;6;S,A,U,B,D,Q;6;N,T,Y,V,R,Z;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;A,G,F,T,Q,H,L;5;G,F,Y,X,R;7;O,V,Z,G,T,X,N;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;4;E,N,M,C;5;A,Y,P,I,G;4;J,Z,S,C;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;Q,U,G,I,C;7;T,F,G,X,B,R,K;5;R,S,Y,U,O;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;4;Q,F,S,H;5;S,L,A,E,N;5;F,J,V,W,D;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;7;I,M,G,A,P,O,D;6;G,N,X,M,A,S;7;D,N,Y,P,J,R,M;
26;A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z;5;E,T,H,O,W;5;O,C,Q,H,T;6;Y,M,C,E,P,L;
18;J,I,F,D,S,R,E,T,P,U,K,L,M,V,N,Z,O,Q;6;N,U,M,D,Q,H;5;F,V,O,L,X;7;H,D,Y,O,Z,V,I;
26;S,G,X,N,O,R,Y,T,J,D,U,K,Z,W,C,Q,V,E,M,L,P,I,B,H,F,A;5;F,D,B,T,L;7;A,G,Y,T,E,V,J;5;M,T,R,Y,P;
24;N,O,H,I,P,F,A,U,G,V,D,Q,W,C,T,S,B,Z,R,X,Y,M,L,E;6;S,V,D,L,E,W;7;N,X,P,Z,E,Y,B;7;A,L,G,Q,W,B,H;
20;F,H,Y,G,Z,X,W,R,V,P,L,O,U,Q,T,S,N,M,K,I;7;K,D,I,G,X,A,N;4;Z,N,J,C;4;R,N,X,S;
25;C,F,G,D,U,S,B,M,L,V,O,H,E,I,W,N,J,P,K,X,Q,R,T,Y,Z;7;N,I,W,P,F,S,C;4;S,X,V,O;4;H,R,X,I;
21;W,S,J,H,V,T,E,L,M,Q,N,R,G,F,X,A,Y,B,K,C,D;4;L,J,B,D;5;P,E,R,H,K;7;Z,Y,T,I,P,E,S;
23;O,C,Q,H,V,I,R,U,S,J,K,L,D,M,P,E,W,A,N,T,F,X,Y;5;P,X,F,I,E;5;J,M,S,Z,B;7;T,E,K,D,P,I,Z;
21;S,A,L,B,H,J,C,G,X,K,Q,V,Y,I,R,N,W,M,O,T,Z;6;M,T,Z,N,L,G;7;M,N,E,L,Z,B,J;6;T,P,N,X,D,J;
14;U,M,R,H,C,V,D,W,E,I,A,Z,J,B;7;R,U,H,Q,F,A,S;4;N,C,K,W;6;V,F,Q,C,I,K;
25;N,I,Q,R,S,T,U,O,P,H,F,K,V,G,A,X,J,Y,W,L,Z,M,E,C,D;7;T,C,R,Q,D,W,N;7;K,T,P,J,X,G,E;5;C,D,A,L,Z;
20;Z,T,O,S,K,V,C,R,M,N,U,L,W,X,I,Y,Q,P,H,J;5;I,U,E,K,C;4;K,D,F,A;6;F,X,H,S,P,Y;
14;J,W,U,E,Q,X,A,G,H,N,V,I,D,L;5;G,B,N,M,F;6;S,M,H,I,O,C;4;Q,H,T,C;
24;Z,T,J,M,X,K,Y,L,W,V,R,N,G,C,U,O,I,P,Q,D,S,H,F,E;6;M,P,G,Q,I,E;5;B,C,N,U,L;4;N,U,B,O;
16;S,B,E,G,P,R,F,T,H,N,X,Z,Y,I,J,O;7;L,D,F,T,H,P,K;5;F,M,P,U,H;6;Z,H,O,J,M,I;
22;A,Z,P,R,J,B,C,D,T,G,Q,U,Y,E,M,F,O,X,S,H,V,W;7;D,V,A,O,S,X,N;6;L,V,Y,S,H,J;6;V,X,O,J,Q,F;
25;C,J,L,Y,Q,D,A,G,W,H,F,E,U,T,I,M,K,N,P,V,R,O,S,X,Z;4;A,F,O,B;5;D,T,J,O,P;5;T,K,B,M,Z;
16;B,C,G,S,Z,D,X,Y,E,F,I,H,T,J,U,K;5;N,H,Y,E,W;6;H,C,F,T,Z,B;5;I,G,A,H,V;
22;Z,G,U,K,I,H,D,C,V,J,L,E,F,M,W,P,R,T,N,O,X,Q;5;L,O,E,M,B;4;K,G,L,V;4;F,T,D,I;
25;Y,N,M,E,I,R,A,W,D,X,F,Q,O,K,J,V,Z,P,L,U,G,H,S,T,C;4;Q,F,V,L;7;Y,E,M,X,S,D,K;7;A,W,G,U,S,M,D;
15;A,E,M,K,S,N,U,G,C,L,O,H,F,P,X;4;X,S,V,O;5;O,D,N,C,T;5;P,L,D,S,G;
20;M,E,A,H,S,K,W,F,G,P,X,Z,B,T,I,V,J,R,N,Y;7;S,R,C,T,D,A,K;4;P,X,E,W;4;X,C,Q,O;
21;Z,D,P,I,N,V,J,W,H,X,F,Y,G,C,U,Q,B,M,A,E,K;4;B,F,I,H;6;R,O,I,B,Z,G;6;O,I,Y,R,B,V;
16;C,N,L,K,T,A,Q,M,O,Z,P,V,X,U,I,R;4;J,G,Q,V;4;A,N,E,O;7;N,L,A,H,K,B,S;
20;X,H,Y,P,Q,I,R,S,Z,W,J,O,T,K,E,L,U,V,N,M;7;Q,O,F,G,J,L,K;7;M,V,R,H,G,K,W;7;F,K,T,P,N,X,C;
21;G,U,M,D,B,P,S,Y,K,R,T,O,H,Q,V,W,X,Z,N,I,L;7;V,A,K,G,B,H,I;5;W,Q,S,V,Z;5;O,A,H,X,K;
22;W,D,N,M,F,O,J,G,X,T,H,I,C,E,Y,P,A,Q,Z,K,S,V;4;H,W,Y,F;4;M,V,N,K;7;T,S,M,G,H,W,R;
14;F,L,H,V,Q,G,I,S,X,B,M,Y,W,J;6;E,W,M,F,D,S;5;G,Z,K,P,V;7;L,F,Z,D,N,M,C;
25;A,B,U,I,C,D,V,W,E,N,L,P,F,O,R,M,X,J,S,T,Y,G,Z,K,H;4;P,F,C,G;5;P,K,V,N,J;6;F,U,C,G,Q,Y;
24;H,G,N,S,A,T,U,R,O,W,F,J,V,P,E,M,Q,X,Y,Z,K,L,I,D;5;O,L,N,X,B;6;H,L,A,I,J,D;7;L,V,R,E,P,X,W;
14;R,Y,X,O,C,P,I,A,D,S,N,Z,J,T;7;R,K,O,E,P,H,W;6;T,P,V,X,I,M;7;L,W,S,I,O,Q,D;
23;W,L,A,U,S,K,B,M,Q,Z,Y,N,X,T,V,C,E,O,R,P,J,I,H;7;O,Q,R,B,U,V,X;5;E,Y,O,U,G;4;K,A,N,Z;
18;R,A,O,B,W,X,P,U,I,M,C,G,Z,J,Q,V,K,H;4;V,W,S,M;5;I,N,E,R,H;7;U,K,N,T,X,F,H;
19;C,G,P,E,I,W,T,U,B,N,X,M,L,O,Y,V,R,F,J;7;F,P,L,B,V,U,J;6;O,L,D,X,B,Z;4;P,I,R,B;
26;S,J,Q,K,T,G,R,N,L,Z,D,U,M,P,E,C,F,Y,V,W,H,I,O,X,B,A;5;A,M,K,G,R;6;S,K,J,T,E,G;6;E,X,S,M,T,B;
26;L,U,B,T,A,C,Q,D,Y,K,M,H,V,F,E,Z,G,I,W,N,J,X,S,O,P,R;5;N,O,K,G,F;4;A,Z,Q,L;7;O,K,V,T,W,Z,A;
22;S,T,Z,M,A,U,B,Y,C,V,X,H,W,I,P,D,E,R,Q,O,N,F;4;V,R,I,J;7;A,Y,Q,F,R,Z,L;7;Y,X,T,D,Z,S,J;
26;T,L,G,W,Z,Q,S,Y,I,X,H,U,M,V,P,J,B,F,R,A,O,N,K,E,D,C;5;E,R,X,F,P;4;C,B,G,X;4;L,H,A,Z;
15;K,M,C,D,U,P,N,V,B,H,Y,X,I,Z,J;4;B,V,L,D;5;B,W,K,Q,Z;6;I,C,Q,V,U,H;
25;U,Q,F,O,A,B,M,C,N,D,V,W,Y,P,X,G,J,Z,T,E,R,H,S,I,L;7;I,W,U,Z,D,K,J;7;N,L,O,C,X,E,K;5;M,F,L,P,Z;
23;O,T,L,G,X,N,U,Y,B,M,E,V,P,Q,R,F,W,Z,A,I,S,H,J;5;Q,Y,I,M,N;4;I,S,F,L;4;C,S,O,X;
18;V,W,D,X,Y,Z,E,U,L,S,F,J,T,K,A,G,R,Q;7;E,F,Z,C,L,K,V;6;Y,T,C,K,H,Z;5;G,P,Q,L,B;
19;E,K,P,T,S,J,M,B,C,U,Q,I,N,O,H,Y,R,L,V;4;N,F,C,P;4;J,Z,Q,O;6;U,W,K,D,X,S;
14;N,P,K,J,L,M,A,Q,C,U,T,V,X,F;6;A,T,H,D,J,U;7;B,C,F,H,Q,O,A;6;H,M,R,L,C,F;
17;R,H,S,N,A,D,E,M,O,I,J,K,L,W,P,F,Q;7;V,B,K,D,Q,Y,Z;5;U,Q,B,M,K;6;S,N,T,H,X,G;
21;N,A,G,K,E,Y,P,B,F,X,Z,Q,D,U,C,H,S,I,J,O,W;6;O,S,M,Q,P,Z;6;P,B,U,Y,X,Z;7;S,G,T,J,F,R,Z;
17;L,M,C,K,D,G,U,W,Z,Y,V,E,N,H,T,X,O;7;J,W,I,O,G,H,T;4;L,Y,C,T;6;D,G,P,U,C,R;
17;H,X,I,Y,B,L,M,Z,N,U,W,O,S,T,R,K,Q;5;C,Q,K,D,F;7;N,F,S,E,G,M,B;7;A,M,S,H,C,F,D;
15;P,A,B,L,Q,R,I,F,X,S,U,T,N,Z,O;4;H,G,Z,V;5;Y,X,N,L,I;5;E,F,P,V,A;
24;U,L,G,B,K,W,F,Y,Z,C,H,M,X,D,I,V,E,N,J,Q,O,P,T,R;5;Z,A,C,K,J;7;I,M,P,W,G,H,L;5;K,W,Z,C,L;
20;M,Q,S,C,G,O,R,D,A,Y,V,N,K,W,T,B,P,E,F,U;4;Q,P,K,L;5;O,S,T,E,W;7;S,O,B,T,N,W,R;
16;Y,Q,N,W,S,A,B,O,P,L,X,V,Z,R,F,T;6;R,E,J,M,O,X;4;J,E,S,I;6;F,U,Z,S,Y,K;
16;N,X,S,A,K,T,F,P,Y,E,U,G,L,H,Q,V;6;E,N,M,I,S,W;6;K,S,B,C,V,N;4;T,Y,X,U;
23;Q,H,W,P,I,T,R,N,J,U,K,V,S,E,A,G,X,L,M,Y,O,D,Z;6;S,O,E,J,N,R;5;Q,S,E,M,C;7;N,O,A,P,F,J,Z;
25;Q,C,U,Y,Z,S,D,O,T,J,B,E,F,G,X,H,P,I,K,L,W,M,V,R,N;6;I,W,Y,H,D,M;5;S,V,B,T,X;6;B,M,A,C,W,I;
25;X,I,Y,Z,K,Q,R,M,P,G,J,H,D,L,V,T,N,W,U,B,C,O,S,F,E;7;Q,V,U,M,J,D,B;5;O,H,K,J,A;7;V,K,J,B,E,N,M;
22;I,R,S,T,B,A,E,Q,C,M,O,U,G,Z,D,P,V,W,F,L,X,H;5;P,O,K,M,I;5;A,H,D,I,Y;7;L,F,X,J,O,P,I;
20;W,S,G,A,L,K,M,T,V,E,U,H,X,Y,F,R,Z,B,Q,P;4;O,B,U,N;7;S,X,M,R,K,J,C;5;L,T,D,Y,B;
14;O,J,K,P,X,T,A,L,Y,Z,W,V,M,N;4;U,B,N,G;5;O,T,K,U,C;4;G,C,A,E;
24;D,E,U,T,J,L,F,Z,N,M,G,V,R,K,O,H,P,Q,Y,I,X,A,S,C;6;W,Q,R,K,J,X;6;U,P,J,B,Z,Y;6;J,H,T,C,V,L;
16;C,K,G,E,Z,D,F,Y,Q,H,I,R,M,X,W,P;5;Z,R,I,D,B;7;J,S,H,P,R,I,X;4;X,G,C,A;
20;K,Y,Q,Z,G,E,F,S,U,L,H,T,P,J,V,W,M,X,I,R;5;F,T,G,Q,E;6;V,A,Q,H,J,K;5;O,J,X,E,Q;
22;O,R,S,X,U,W,H,Z,D,Y,E,K,F,G,I,L,M,J,C,A,V,N;6;B,S,W,K,E,A;6;P,V,R,F,C,U;4;B,F,L,H;
14;U,N,V,T,G,W,E,A,B,C,F,X,L,H;5;M,X,H,D,Q;6;E,K,C,Y,H,O;6;Q,I,E,U,R,L;
23;S,Z,P,W,Y,Q,I,T,C,R,B,M,D,U,G,X,V,O,N,L,E,K,J;5;S,Z,F,Y,C;5;Y,E,G,O,F;5;J,W,V,M,T;
21;H,Y,A,W,Q,O,M,G,N,X,P,U,F,R,S,D,Z,V,T,L,B;6;X,R,J,Z,M,A;4;Z,H,D,W;6;M,R,L,X,A,O;
23;Z,F,T,W,B,D,C,L,P,X,Y,G,M,O,N,K,A,E,V,Q,U,R,S;5;I,V,Z,B,S;4;P,Q,I,R;4;E,C,J,I;
22;R,N,A,S,V,F,P,T,D,X,E,G,W,Y,K,H,Z,I,J,L,U,Q;6;K,X,N,J,M,C;7;O,N,D,L,K,E,Y;5;U,I,H,G,X;
26;P,E,M,T,Y,Z,I,K,N,G,O,Q,V,X,A,L,D,B,C,H,S,U,R,W,F,J;7;A,O,U,X,K,R,D;4;Q,U,Y,J;7;Y,B,P,T,A,C,D;
20;U,X,V,L,W,J,Y,Z,D,T,M,S,R,N,Q,P,B,O,K,I;5;A,T,V,Y,U;6;U,I,H,A,F,O;7;J,H,F,O,R,B,T;
14;P,B,R,U,K,Q,D,M,W,E,L,N,V,T;5;J,T,A,O,W;6;K,F,G,A,D,O;7;C,D,T,H,F,U,M;
18;X,Y,B,U,M,Z,O,W,K,Q,T,I,V,S,N,R,P,E;5;J,Y,H,B,R;6;C,Z,E,B,Q,Y;6;P,Y,L,W,K,D;
16;H,Z,W,G,L,F,C,Y,I,J,M,V,K,X,U,A;5;J,S,X,I,B;4;K,Z,Y,N;6;D,L,G,W,S,F;
23;C,X,K,D,Y,Z,N,H,O,E,F,J,V,G,A,I,W,L,B,U,P,Q,S;7;R,T,B,Z,I,X,C;6;D,C,R,F,T,V;4;F,N,Y,E;
20;Z,P,O,V,W,E,R,U,Q,X,M,Y,S,L,T,N,K,J,H,I;5;E,F,Q,J,W;4;D,K,F,L;7;D,N,S,I,H,M,Q;
25;I,H,N,B,C,A,X,Q,D,L,P,Z,R,S,J,U,Y,K,T,W,M,E,F,V,G;4;C,F,X,V;5;I,W,A,K,D;6;U,J,O,Z,A,M;
15;Z,B,Y,I,X,G,A,L,W,E,C,V,U,K,M;5;Q,W,O,G,I;4;D,B,Y,K;5;S,D,Q,Z,V;
20;C,G,V,M,I,J,N,D,S,Q,O,E,A,Y,F,Z,L,P,H,X;6;M,H,P,W,L,T;5;Q,I,V,T,U;4;B,G,P,D;
26;F,E,W,P,V,K,B,X,S,G,H,M,Y,Q,N,Z,I,R,L,T,O,U,J,D,C,A;5;S,J,V,W,N;7;Z,M,P,F,D,K,O;5;X,N,J,V,Y;
18;H,L,B,P,S,I,R,Q,Z,M,N,W,G,T,V,F,Y,X;4;F,I,D,C;6;Y,G,F,X,M,H;4;N,X,J,F;
15;U,F,Q,O,A,H,M,E,J,I,T,S,G,K,L;6;Y,B,O,R,G,U;7;T,L,U,A,X,R,E;5;F,N,E,K,T;
24;D,V,K,F,W,E,O,X,C,B,Q,R,P,S,G,T,M,U,Y,H,Z,I,N,J;5;E,X,I,F,T;4;K,I,T,D;5;N,S,W,Y,H;
15;S,C,D,Q,M,R,G,N,O,E,H,F,T,X,I;6;X,G,P,Z,N,O;4;O,T,K,V;6;U,K,Y,A,Z,N;
22;D,O,X,C,R,P,Y,G,V,Z,Q,W,J,S,I,N,B,T,U,M,L,A;5;V,R,K,U,T;5;A,C,S,F,W;6;F,J,U,H,W,N;
26;P,Z,G,Y,I,H,U,T,X,R,J,O,K,W,L,Q,S,V,N,M,F,E,D,C,B,A;4;D,F,C,Y;7;D,X,R,Y,C,T,B;4;P,B,Y,G;
17;G,E,H,L,D,Y,F,I,R,Q,X,Z,B,T,A,W,N;5;L,I,X,Y,N;5;L,M,W,Y,J;7;V,W,T,Y,U,O,F;
15;O,H,F,X,R,B,I,S,Q,G,C,Y,W,T,A;7;U,G,W,F,R,O,L;6;F,A,D,N,T,P;6;Y,S,I,B,V,U;
22;V,A,K,E,J,S,C,W,Z,R,P,T,L,X,U,Y,Q,O,N,M,B,I;4;G,N,H,V;4;L,I,A,K;6;W,U,E,G,S,I;
19;R,H,U,C,F,I,G,J,P,Y,Z,E,K,D,N,Q,O,L,B;6;J,E,X,O,U,Z;7;B,Y,Q,M,H,V,S;6;S,V,P,T,H,M;
23;N,T,K,Q,U,F,R,L,Y,A,C,H,B,W,S,E,G,V,X,M,D,P,O;5;C,E,D,U,M;4;K,B,C,Q;5;I,Y,T,C,G;
25;J,I,B,V,P,D,Q,W,K,C,M,A,L,N,E,T,G,O,F,X,H,R,S,U,Y;7;E,U,H,X,S,R,P;5;U,V,Z,T,C;7;U,Q,B,S,O,A,I;
20;L,V,O,C,S,M,N,T,U,P,W,Q,A,R,X,Y,Z,K,E,J;6;P,T,M,H,W,S;7;M,L,U,Y,J,B,I;4;F,T,L,K;
26;P,O,D,M,Q,I,B,L,W,E,R,S,U,T,J,V,F,X,Y,Z,N,G,K,H,C,A;6;V,K,B,N,M,W;5;B,P,O,U,E;7;L,Y,H,S,R,P,F;
